speaker_id,speaker_key,part,age,gender,ethnicity,age_group,tsne_1,tsne_2
0681,,,2X,F,CHINESE,2X,-10.558097,32.184116
0685,,,4X,F,CHINESE,4X,-7.9001045,32.07196
0686,,,2X,F,CHINESE,2X,-21.370625,-1.8187389
0687,,,1X,M,INDIAN,1X,-21.071804,8.694166
0690,,,4X,F,MALAY,4X,-13.589057,-15.729526
0691,,,2X,M,CHINESE,2X,-7.761284,34.856277
0692,,,3X,F,CHINESE,3X,-26.24398,-1.2026616
0695,,,5X,F,CHINESE,5X,-22.687073,-5.879898
0697,,,2X,M,CHINESE,2X,-14.8025465,-5.259988
0699,,,3X,M,INDIAN,3X,1.1140113,29.824831
0702,,,3X,F,MALAY,3X,-18.643005,-10.629681
0705,,,2X,M,CHINESE,2X,-14.741252,0.48677698
0706,,,3X,F,CHINESE,3X,-20.315493,1.4674811
0707,,,2X,F,CHINESE,2X,-21.056063,-10.977633
0709,,,2X,F,CHINESE,2X,-19.579964,-16.95422
0710,,,3X,F,CHINESE,3X,-12.293951,32.708263
0712,,,6X,F,CHINESE,6X,6.8161345,15.688204
0713,,,3X,M,MALAY,3X,-12.064003,-6.169844
0714,,,4X,F,CHINESE,4X,-12.719701,34.263077
0716,,,3X,F,CHINESE,3X,-7.068161,33.37873
0719,,,2X,F,CHINESE,2X,-18.589275,-17.552902
0720,,,3X,F,INDIAN,3X,-1.1680485,-17.342339
0721,,,2X,M,CHINESE,2X,-16.119217,28.24826
0722,,,3X,F,INDIAN,3X,-15.622994,-14.412105
0723,,,2X,M,INDIAN,2X,-18.078365,27.947214
0724,,,2X,M,CHINESE,2X,-8.451038,-6.822468
0725,,,2X,F,CHINESE,2X,-22.656754,27.542885
0727,,,1X,F,INDIAN,1X,-8.656239,31.213205
0731,,,2X,F,INDIAN,2X,-12.781232,27.969988
0732,,,2X,M,CHINESE,2X,-14.538104,-6.1425853
0734,,,2X,M,CHINESE,2X,-6.724597,37.960796
0736,,,3X,M,CHINESE,3X,-1.7637407,-1.014175
0737,,,2X,M,MALAY,2X,-7.648023,35.46704
0738,,,5X,M,CHINESE,5X,-2.6945815,37.86604
0741,,,3X,F,CHINESE,3X,-9.004927,15.969161
0742,,,2X,F,INDIAN,2X,6.8916802,15.283084
0743,,,2X,F,MALAY,2X,-11.990141,35.894352
0746,,,3X,M,INDIAN,3X,10.113051,16.2938
0747,,,1X,M,INDIAN,1X,-3.6056721,30.0025
0751,,,1X,M,CHINESE,1X,-9.08273,-2.6171606
0752,,,2X,F,CHINESE,2X,30.655127,-13.244055
0753,,,2X,M,CHINESE,2X,-18.433737,0.32998496
0754,,,2X,F,CHINESE,2X,23.461697,-14.207062
0755,,,2X,F,CHINESE,2X,24.565386,-14.079676
0756,,,2X,M,CHINESE,2X,22.734053,10.501831
0758,,,4X,M,CHINESE,4X,10.985653,10.020562
0762,,,3X,M,CHINESE,3X,-4.6559057,13.843304
0763,,,2X,M,CHINESE,2X,-11.818373,3.1077292
0764,,,2X,M,CHINESE,2X,0.63498163,-1.3877507
0765,,,2X,F,CHINESE,2X,6.909408,-19.979374
0767,,,2X,F,CHINESE,2X,26.178844,-17.506432
0769,,,3X,F,CHINESE,3X,-25.084782,9.711969
0770,,,5X,F,CHINESE,5X,11.0864525,-16.18008
0771,,,3X,F,CHINESE,3X,25.276127,-10.7455435
0772,,,2X,F,CHINESE,2X,27.424116,-18.206488
0773,,,2X,F,CHINESE,2X,16.294912,-6.8480496
0774,,,2X,F,CHINESE,2X,10.959277,-23.030928
0775,,,3X,M,CHINESE,3X,2.2461452,4.020445
0776,,,2X,F,CHINESE,2X,8.657306,-25.757124
0778,,,2X,F,CHINESE,2X,10.77298,-19.378857
0779,,,2X,F,CHINESE,2X,24.942038,-17.98403
0780,,,2X,M,CHINESE,2X,18.243244,8.017514
0781,,,1X,M,CHINESE,1X,14.434133,3.3013163
0782,,,2X,M,CHINESE,2X,23.131723,12.42573
0783,,,2X,F,CHINESE,2X,27.033525,-9.296972
0785,,,5X,F,CHINESE,5X,20.402927,-0.5726727
0786,,,2X,F,CHINESE,2X,29.31342,-10.02981
0789,,,2X,M,CHINESE,2X,17.021093,7.534923
0791,,,2X,M,CHINESE,2X,8.255513,9.450017
0792,,,2X,M,CHINESE,2X,-5.917564,-4.938564
0793,,,2X,F,CHINESE,2X,32.487625,-14.386196
0794,,,2X,M,CHINESE,2X,22.928564,12.462704
0796,,,2X,F,CHINESE,2X,27.62204,-11.492781
0797,,,2X,M,CHINESE,2X,-18.870121,5.332852
0798,,,3X,M,CHINESE,3X,-4.336434,13.062414
0801,,,2X,M,CHINESE,2X,1.2327605,-0.35194933
0802,,,2X,F,CHINESE,2X,16.520283,-21.756285
0805,,,1X,F,CHINESE,1X,20.985312,-22.90697
0806,,,2X,M,CHINESE,2X,-15.747714,8.13874
0807,,,2X,M,CHINESE,2X,15.770416,3.3188953
0808,,,3X,M,INDIAN,3X,-2.8834467,3.4579296
0810,,,3X,M,CHINESE,3X,27.807676,4.1776943
0811,,,2X,F,CHINESE,2X,28.624105,2.528661
0813,,,1X,M,MALAY,1X,13.122131,3.0091312
0814,,,2X,M,CHINESE,2X,11.26979,1.7511634
0815,,,3X,F,CHINESE,3X,20.547888,-10.476243
0816,,,2X,M,CHINESE,2X,20.066715,7.610539
0818,,,2X,F,CHINESE,2X,20.968225,-11.954517
0820,,,1X,F,INDIAN,1X,21.203138,16.546537
0821,,,3X,M,INDIAN,3X,-4.8792644,8.267495
0822,,,5X,F,MALAY,5X,13.198794,-8.910995
0823,,,1X,F,INDIAN,1X,13.901166,-5.9598627
0824,,,3X,F,INDIAN,3X,24.143974,-2.6461067
0826,,,4X,F,CHINESE,4X,13.38047,-10.66975
0827,,,4X,M,CHINESE,4X,23.3799,6.7530766
0829,,,4X,M,MALAY,4X,9.916041,17.445576
0831,,,2X,F,CHINESE,2X,28.21816,-14.876292
0832,,,3X,M,CHINESE,3X,18.291832,8.888901
0834,,,2X,M,CHINESE,2X,17.384304,6.1760664
0837,,,2X,M,CHINESE,2X,16.390968,8.696822
0838,,,4X,F,CHINESE,4X,21.808205,-9.962164
0839,,,3X,M,INDIAN,3X,-9.165124,7.6841035
0841,,,2X,F,CHINESE,2X,-16.760233,-7.113599
0844,,,3X,M,CHINESE,3X,5.1384826,0.8726328
0847,,,2X,F,CHINESE,2X,24.010277,-13.7621975
0848,,,2X,M,CHINESE,2X,-17.102451,6.3275437
0851,,,2X,F,CHINESE,2X,21.936962,-12.93877
0854,,,2X,F,CHINESE,2X,15.215777,-12.032375
0855,,,2X,F,CHINESE,2X,5.472697,-18.977896
0857,,,2X,F,CHINESE,2X,6.759731,-23.923008
0858,,,2X,F,CHINESE,2X,25.062616,-7.9952593
0860,,,3X,F,CHINESE,3X,16.490932,-10.831399
0861,,,2X,F,CHINESE,2X,29.79052,-4.5084357
0862,,,2X,M,CHINESE,2X,22.299694,8.331484
0863,,,5X,F,CHINESE,5X,7.4066424,-15.341063
0865,,,2X,M,CHINESE,2X,4.9723725,2.706327
0866,,,2X,M,CHINESE,2X,-1.9719344,-10.762007
0867,,,2X,F,CHINESE,2X,25.355753,-14.748936
0868,,,2X,F,CHINESE,2X,2.4022899,-21.92046
0869,,,2X,M,CHINESE,2X,-14.514059,6.921594
0871,,,2X,F,INDIAN,2X,29.103436,-17.117008
0875,,,2X,F,CHINESE,2X,20.068377,-14.096025
0876,,,3X,M,CHINESE,3X,13.606387,7.1578045
0877,,,3X,M,CHINESE,3X,13.876354,8.057745
0878,,,2X,M,CHINESE,2X,11.653454,3.691673
0880,,,1X,F,CHINESE,1X,26.989876,-12.007663
0882,,,2X,F,CHINESE,2X,24.333746,-17.00698
0884,,,2X,M,CHINESE,2X,7.880874,9.508285
0885,,,1X,F,CHINESE,1X,26.251425,-14.846882
0886,,,2X,F,CHINESE,2X,-0.540665,-25.281097
0888,,,2X,M,CHINESE,2X,23.620039,6.5131946
0889,,,1X,F,INDIAN,1X,20.92142,-17.239374
0890,,,2X,F,CHINESE,2X,24.037228,-11.793766
0891,,,2X,M,CHINESE,2X,30.617428,-1.6867266
0892,,,2X,F,CHINESE,2X,30.496094,-1.9913894
0893,,,3X,M,CHINESE,3X,-13.257419,9.157392
0895,,,2X,M,CHINESE,2X,-0.24410118,0.026233543
0896,,,2X,F,CHINESE,2X,21.781172,-14.1133995
0897,,,5X,F,CHINESE,5X,-28.0321,-10.452696
0898,,,3X,F,MALAY,3X,3.580303,-18.469923
0899,,,3X,F,INDIAN,3X,18.746735,-7.5609736
0902,,,2X,F,CHINESE,2X,8.966363,-26.055914
0903,,,2X,F,MALAY,2X,10.036664,-8.162019
0904,,,3X,M,MALAY,3X,8.098956,4.5182915
0905,,,3X,F,MALAY,3X,11.150548,-7.4100356
0906,,,5X,F,MALAY,5X,0.9702113,-17.683565
0907,,,2X,M,CHINESE,2X,-3.4683952,-3.888051
0908,,,3X,M,MALAY,3X,-4.321891,0.5948064
0910,,,2X,M,CHINESE,2X,6.171693,8.890409
0911,,,3X,F,MALAY,3X,3.97247,-26.206135
0913,,,3X,F,MALAY,3X,11.621303,-8.113068
0914,,,4X,F,MALAY,4X,18.232134,17.081844
0915,,,3X,F,MALAY,3X,5.8695774,-15.025018
0917,,,3X,F,MALAY,3X,2.5510375,-20.432726
0920,,,5X,F,CHINESE,5X,-29.135609,9.904846
0921,,,4X,M,MALAY,4X,-2.203542,1.1020491
0923,,,5X,F,CHINESE,5X,14.018846,-21.574081
0925,,,5X,F,INDIAN,5X,17.213837,-1.0053949
0926,,,3X,F,MALAY,3X,4.669272,-20.144342
0927,,,3X,M,MALAY,3X,-3.7569613,7.057197
0928,,,3X,F,INDIAN,3X,9.295736,-14.478834
0930,,,2X,F,INDIAN,2X,33.86513,-11.356196
0931,,,3X,F,MALAY,3X,6.3047023,-25.760702
0932,,,3X,M,MALAY,3X,-3.3718731,1.8471823
0933,,,3X,F,INDIAN,3X,1.0982203,-18.488758
0934,,,5X,M,MALAY,5X,0.03103587,6.6577153
0935,,,3X,F,MALAY,3X,-0.1213113,-19.008818
0936,,,3X,M,INDIAN,3X,3.5245836,-6.703764
0937,,,3X,F,CHINESE,3X,23.448067,-9.776235
0938,,,3X,F,INDIAN,3X,15.292364,-6.401092
0941,,,4X,F,INDIAN,4X,6.4573035,-10.250786
0942,,,3X,M,MALAY,3X,-6.7838264,1.5862994
0943,,,5X,M,MALAY,5X,-2.3728797,5.7820807
0945,,,3X,M,MALAY,3X,15.204372,12.261536
0947,,,5X,F,INDIAN,5X,7.6639333,-11.5505
0949,,,3X,M,MALAY,3X,-1.9383944,-0.44865158
0950,,,4X,F,MALAY,4X,1.2028542,-20.278528
0952,,,3X,M,MALAY,3X,0.8766004,-5.832399
0953,,,3X,F,INDIAN,3X,7.9498353,-9.503528
0954,,,6X,M,CHINESE,6X,-26.297056,-11.463254
0956,,,3X,F,INDIAN,3X,9.11397,-13.95783
0957,,,5X,M,MALAY,5X,-2.8519099,6.4919634
0958,,,4X,M,MALAY,4X,-0.6672286,4.273311
0960,,,3X,F,INDIAN,3X,-8.550781,-19.511526
0962,,,3X,M,INDIAN,3X,-3.8903522,4.607485
0963,,,6X,M,CHINESE,6X,-4.392661,9.405993
0964,,,2X,F,MALAY,2X,19.002329,-23.698626
0965,,,3X,M,MALAY,3X,-4.6093726,8.830778
0966,,,3X,M,MALAY,3X,-0.6399227,4.5915685
0968,,,3X,F,MALAY,3X,26.073732,-5.5661616
0970,,,5X,M,MALAY,5X,3.6805034,7.4531083
0971,,,4X,F,MALAY,4X,12.3387,-11.663022
0973,,,3X,F,INDIAN,3X,15.457717,-8.476643
0974,,,3X,F,MALAY,3X,13.495633,-7.2651772
0975,,,3X,M,MALAY,3X,21.012148,10.318386
0976,,,4X,M,MALAY,4X,-1.9893917,2.16654
0977,,,4X,F,MALAY,4X,7.703337,-15.141223
0978,,,3X,M,INDIAN,3X,1.8522282,2.2695284
0979,,,5X,F,INDIAN,5X,16.426313,-8.633336
0981,,,4X,M,CHINESE,4X,-2.6457143,12.339755
0986,,,4X,F,CHINESE,4X,33.706596,-12.260133
0989,,,2X,M,MALAY,2X,-13.444117,5.495337
0990,,,2X,M,MALAY,2X,20.962173,5.813892
0992,,,3X,M,INDIAN,3X,-14.145768,6.496982
0993,,,3X,M,INDIAN,3X,15.727921,3.1229205
0995,,,6X,M,CHINESE,6X,-4.9759493,9.750405
0996,,,3X,M,MALAY,3X,-1.5280497,4.377505
0998,,,5X,M,CHINESE,5X,19.193354,13.060165
0999,,,3X,F,MALAY,3X,14.039109,-8.046698
1000,,,3X,F,INDIAN,3X,18.495314,-7.0546064
1002,,,2X,M,CHINESE,2X,-2.803833,-5.1532807
1003,,,3X,M,MALAY,3X,4.8394694,6.8642106
1004,,,5X,M,CHINESE,5X,1.1001174,1.2271442
1005,,,3X,M,INDIAN,3X,-3.9483275,8.07495
1006,,,5X,M,CHINESE,5X,0.10126991,0.62778753
1007,,,3X,M,CHINESE,3X,-12.071753,4.285293
1008,,,3X,M,INDIAN,3X,-12.190946,6.7971478
1009,,,2X,M,INDIAN,2X,-4.378604,3.505601
1010,,,4X,F,INDIAN,4X,6.312754,-11.6168585
1012,,,2X,M,CHINESE,2X,-2.3776407,-9.005884
1015,,,2X,M,CHINESE,2X,12.232728,5.1150537
1016,,,3X,F,MALAY,3X,19.018394,-17.43506
1017,,,3X,M,INDIAN,3X,-13.694212,7.396993
1018,,,2X,M,CHINESE,2X,-13.41005,5.270917
1019,,,4X,F,CHINESE,4X,14.090769,-12.9396925
1020,,,2X,M,INDIAN,2X,-0.6140607,5.30687
1021,,,3X,M,INDIAN,3X,-3.3023124,10.301049
1022,,,3X,F,INDIAN,3X,12.838529,-5.1213055
1023,,,2X,F,INDIAN,2X,17.209501,-16.131325
1024,,,1X,M,CHINESE,1X,20.215122,6.0977254
1025,,,3X,M,INDIAN,3X,2.834622,7.7478805
1026,,,6X,F,INDIAN,6X,14.947191,-7.5827208
1027,,,3X,M,INDIAN,3X,1.2695094,7.3333483
1028,,,3X,F,INDIAN,3X,14.567288,-7.680545
1030,,,2X,M,INDIAN,2X,3.4110377,-0.9602756
1031,,,3X,M,INDIAN,3X,-5.868769,5.0674443
1033,,,4X,M,INDIAN,4X,-2.0245545,6.484529
1035,,,2X,F,INDIAN,2X,33.07288,-11.233548
1036,,,6X,M,MALAY,6X,-3.1473305,6.616952
1037,,,3X,F,INDIAN,3X,5.631279,-6.6097016
1038,,,3X,F,INDIAN,3X,6.1282525,-11.854824
1039,,,2X,M,INDIAN,2X,-7.796218,3.725986
1040,,,1X,M,CHINESE,1X,-1.4431998,-6.355992
1041,,,4X,M,CHINESE,4X,0.56833833,-6.1362686
1042,,,5X,M,INDIAN,5X,6.7651205,-9.327728
1043,,,3X,M,INDIAN,3X,-7.6421914,3.9561965
1044,,,4X,M,CHINESE,4X,3.6515603,3.0435634
1045,,,3X,F,INDIAN,3X,10.308042,-11.207049
1050,,,3X,M,MALAY,3X,-1.715859,33.31752
1056,,,3X,M,INDIAN,3X,4.7722263,29.562298
1057,,,3X,M,MALAY,3X,-0.4415633,32.98395
1058,,,3X,M,INDIAN,3X,4.8006563,29.575031
1060,,,4X,M,MALAY,4X,-4.017229,34.36143
1061,,,3X,M,INDIAN,3X,-4.895978,35.55835
1062,,,4X,M,MALAY,4X,-4.2527785,34.07241
1066,,,4X,M,INDIAN,4X,-4.2669196,36.572342
1067,,,4X,F,INDIAN,4X,-3.039551,32.458443
1068,,,3X,M,INDIAN,3X,3.932163,30.446753
1069,,,3X,M,INDIAN,3X,-2.834986,34.04894
1070,,,1X,M,INDIAN,1X,3.482093,33.653774
1073,,,4X,F,INDIAN,4X,-1.9068034,36.352467
1077,,,4X,F,MALAY,4X,-0.64136904,29.707167
1081,,,2X,F,INDIAN,2X,0.33239537,28.888296
1446,,,3X,F,INDIAN,3X,14.133997,-10.805855
0002,,,2X,F,INDIAN,2X,-9.800157,-17.276207
0014,,,2X,M,CHINESE,2X,-0.27598107,-2.360772
0017,,,3X,F,MALAY,3X,2.8575478,-22.677174
0020,,,3X,F,CHINESE,3X,0.500023,-25.015194
0031,,,4X,F,CHINESE,4X,0.5786533,-23.477024
0034,,,1X,M,CHINESE,1X,-13.347809,3.5508623
0039,,,2X,M,CHINESE,2X,-10.693763,-0.6605203
0050,,,2X,M,CHINESE,2X,-16.111107,1.2484434
0051,,,2X,F,MALAY,2X,-12.38555,-18.428179
0061,,,2X,M,MALAY,2X,1.9620973,12.452237
0063,,,5X,F,CHINESE,5X,-14.508951,-9.850817
0084,,,5X,F,CHINESE,5X,-25.800531,-8.8529625
0088,,,2X,M,CHINESE,2X,-19.899658,-1.0804904
0093,,,2X,M,MALAY,2X,-9.801249,-4.9963098
0104,,,2X,M,CHINESE,2X,-21.8464,26.493996
0118,,,4X,F,CHINESE,4X,-15.102326,27.910551
0133,,,2X,M,CHINESE,2X,-23.033499,20.127783
0161,,,4X,M,MALAY,4X,-4.5191174,-2.0490234
0178,,,1X,F,CHINESE,1X,-21.26924,-16.702154
0189,,,3X,F,MALAY,3X,-19.377321,-13.591622
0191,,,2X,M,MALAY,2X,-0.6983471,35.887486
0200,,,3X,F,CHINESE,3X,-25.802752,21.741396
0203,,,3X,M,INDIAN,3X,-23.700354,20.890188
0213,,,2X,F,CHINESE,2X,-24.58867,14.318678
0214,,,3X,M,INDIAN,3X,-0.793564,34.502975
0222,,,2X,M,CHINESE,2X,-0.6310309,-5.343661
0223,,,2X,F,CHINESE,2X,-2.3304048,-26.527687
0225,,,2X,F,MALAY,2X,3.5164282,-16.690575
0236,,,3X,F,MALAY,3X,2.5130887,-15.362339
0239,,,2X,F,CHINESE,2X,3.025251,-24.223595
0249,,,5X,M,INDIAN,5X,2.5747833,-9.364356
0259,,,1X,F,CHINESE,1X,5.8786364,18.734745
0265,,,2X,M,CHINESE,2X,-6.9742026,-9.451562
0266,,,2X,F,CHINESE,2X,20.047676,-23.450472
0275,,,2X,F,INDIAN,2X,9.372324,-25.120686
0279,,,6X,F,INDIAN,6X,8.4088125,-11.748806
0285,,,3X,M,CHINESE,3X,8.495059,7.109093
0293,,,4X,M,CHINESE,4X,-3.0150487,35.95691
0300,,,2X,F,CHINESE,2X,24.774246,-3.9251523
0303,,,3X,M,INDIAN,3X,22.254955,4.1385236
0305,,,2X,F,MALAY,2X,21.296732,-6.283867
0311,,,2X,M,CHINESE,2X,12.469568,19.098564
0336,,,2X,F,CHINESE,2X,22.456306,-18.66098
0343,,,2X,M,CHINESE,2X,23.028765,8.369109
0352,,,3X,M,CHINESE,3X,2.4744914,0.8914187
0359,,,5X,M,MALAY,5X,17.919405,15.007243
0362,,,5X,M,MALAY,5X,0.26635593,1.9300678
0368,,,4X,F,CHINESE,4X,24.193213,-0.4587672
0397,,,4X,F,INDIAN,4X,19.148827,-5.6035037
0398,,,2X,F,CHINESE,2X,27.389654,-3.7393293
0402,,,2X,F,CHINESE,2X,20.373606,-10.801131
0415,,,2X,F,CHINESE,2X,28.57107,-4.7347164
0429,,,2X,M,CHINESE,2X,18.100426,5.998611
0438,,,2X,F,CHINESE,2X,9.510156,-18.667742
0449,,,3X,F,CHINESE,3X,24.34404,-8.118599
0454,,,2X,M,CHINESE,2X,14.675588,6.5660048
0457,,,2X,M,MALAY,2X,-8.597824,9.996786
0470,,,2X,M,INDIAN,2X,9.830008,16.10296
0477,,,2X,F,MALAY,2X,19.444307,-23.634384
0486,,,2X,F,CHINESE,2X,15.772712,-21.42438
0487,,,2X,F,INDIAN,2X,8.676989,-18.256214
0489,,,5X,F,CHINESE,5X,2.2342947,-2.256918
0506,,,5X,M,INDIAN,5X,-3.9871128,-2.7360523
0507,,,5X,F,CHINESE,5X,-5.7461863,-15.466572
0510,,,5X,F,CHINESE,5X,-7.875722,30.47791
0531,,,4X,F,MALAY,4X,-18.409988,-6.7705507
0534,,,4X,F,CHINESE,4X,-8.7560215,33.545162
0546,,,2X,F,CHINESE,2X,-20.632153,-7.362083
0551,,,1X,F,INDIAN,1X,-19.946028,-3.054252
0552,,,1X,F,INDIAN,1X,-20.557938,19.685404
0556,,,2X,F,CHINESE,2X,-11.066833,34.85247
0560,,,2X,F,CHINESE,2X,-16.745537,-7.3063974
0561,,,3X,F,CHINESE,3X,-17.882374,-7.3568807
0562,,,1X,F,CHINESE,1X,-11.570315,34.650513
0563,,,1X,F,CHINESE,1X,-22.41309,-14.246746
0584,,,5X,M,CHINESE,5X,-15.93556,3.326509
0592,,,3X,M,MALAY,3X,-24.352207,24.92287
0602,,,2X,M,CHINESE,2X,-10.8262205,22.127691
0609,,,4X,F,INDIAN,4X,-4.3488383,-15.360785
0611,,,3X,M,CHINESE,3X,-12.896241,1.6042086
0614,,,2X,F,CHINESE,2X,21.65353,-21.766167
0634,,,2X,F,CHINESE,2X,-6.730787,-15.757421
0637,,,2X,M,CHINESE,2X,-7.0950503,-2.0796354
0639,,,2X,F,CHINESE,2X,-18.154913,-12.9729395
0643,,,2X,F,INDIAN,2X,-20.226889,17.355108
0645,,,1X,F,CHINESE,1X,-2.362803,-22.852798
0653,,,4X,F,MALAY,4X,-11.629256,30.924576
0655,,,3X,F,CHINESE,3X,-21.673986,-15.646014
0658,,,2X,M,CHINESE,2X,-15.162187,-22.431503
0664,,,3X,F,INDIAN,3X,5.177278,-12.751632
0665,,,3X,M,MALAY,3X,-5.7794905,0.15270695
0684,,,3X,F,CHINESE,3X,-18.127352,8.34062
0694,,,3X,F,CHINESE,3X,-23.46244,-3.4514184
0700,,,2X,M,CHINESE,2X,-11.924686,14.322545
0711,,,3X,M,CHINESE,3X,-6.3035345,35.760464
0715,,,2X,M,INDIAN,2X,-3.8481736,-7.449093
0717,,,3X,M,INDIAN,3X,-2.9756424,-7.5700517
0730,,,2X,F,INDIAN,2X,9.832873,-13.152991
0735,,,3X,F,CHINESE,3X,-20.175875,-17.082193
0739,,,2X,F,CHINESE,2X,-13.049707,32.869194
0740,,,3X,M,MALAY,3X,-5.6333857,33.092976
0745,,,2X,M,INDIAN,2X,-2.211411,31.115866
0757,,,1X,F,CHINESE,1X,22.572622,-17.242403
0760,,,2X,F,CHINESE,2X,22.565567,-17.644785
0761,,,2X,M,CHINESE,2X,18.266966,10.497203
0766,,,5X,M,CHINESE,5X,5.476919,-3.5208118
0788,,,4X,F,CHINESE,4X,30.557213,-8.763199
0790,,,2X,M,CHINESE,2X,-0.11960023,-10.144856
0800,,,2X,M,CHINESE,2X,8.436088,9.923948
0804,,,4X,F,CHINESE,4X,11.900385,-14.281986
0812,,,2X,F,CHINESE,2X,29.390585,1.8697625
0817,,,2X,F,CHINESE,2X,28.26703,-3.5888171
0819,,,2X,F,CHINESE,2X,21.772074,-16.231102
0830,,,4X,F,CHINESE,4X,19.672876,-8.454625
0833,,,2X,M,CHINESE,2X,19.42764,7.966801
0840,,,2X,F,CHINESE,2X,21.27979,-8.729385
0845,,,3X,M,CHINESE,3X,9.891731,9.2811985
0864,,,2X,M,MALAY,2X,-4.838678,1.3523997
0870,,,2X,F,CHINESE,2X,29.481377,-16.346256
0872,,,2X,F,CHINESE,2X,28.548265,-11.595629
0873,,,3X,M,CHINESE,3X,1.492792,-10.534228
0881,,,3X,M,CHINESE,3X,-5.996545,-8.533497
0883,,,2X,F,CHINESE,2X,23.92599,-16.071571
0887,,,3X,M,CHINESE,3X,7.618218,9.369204
0894,,,5X,F,CHINESE,5X,13.48228,-12.433901
0901,,,5X,F,CHINESE,5X,35.13427,-12.543441
0916,,,3X,M,INDIAN,3X,7.756748,3.9395633
0918,,,5X,F,CHINESE,5X,31.833424,-16.184166
0919,,,3X,F,INDIAN,3X,8.538153,-23.045969
0922,,,4X,M,MALAY,4X,-6.98217,-9.488182
0924,,,3X,M,MALAY,3X,13.007495,5.8704867
0929,,,5X,F,MALAY,5X,-11.4730425,-18.593311
0944,,,3X,F,MALAY,3X,19.232204,-17.581276
0951,,,3X,F,INDIAN,3X,7.1808085,-8.153875
0955,,,5X,F,MALAY,5X,6.099915,-16.94268
0959,,,4X,F,MALAY,4X,-10.886117,-10.729289
0961,,,4X,M,INDIAN,4X,-12.223647,6.829143
0967,,,3X,F,MALAY,3X,18.915874,-0.8929537
0972,,,3X,F,INDIAN,3X,17.521923,-7.9540806
0982,,,5X,M,CHINESE,5X,0.13562933,-3.4768019
0987,,,3X,F,INDIAN,3X,14.21361,-9.675021
0988,,,5X,M,CHINESE,5X,-2.794448,12.023856
0991,,,4X,M,MALAY,4X,16.67117,13.232172
0997,,,5X,M,CHINESE,5X,-0.6234261,-8.455017
1011,,,4X,M,CHINESE,4X,-6.431606,9.598091
1013,,,4X,M,CHINESE,4X,1.4090825,4.2058554
1014,,,2X,M,INDIAN,2X,-11.365047,2.3253367
1029,,,2X,M,INDIAN,2X,19.62647,10.834657
1034,,,4X,M,CHINESE,4X,0.9121833,-4.41497
1048,,,1X,M,MALAY,1X,-0.88527054,31.371412
1053,,,3X,M,MALAY,3X,-1.5739222,35.06355
1064,,,4X,M,INDIAN,4X,-3.9198275,33.490887
1065,,,3X,M,INDIAN,3X,-9.583681,9.66801
0003,,,2X,M,MALAY,2X,-6.8676095,0.5294557
0011,,,2X,F,CHINESE,2X,4.42215,-23.774849
0016,,,2X,M,CHINESE,2X,-21.612053,5.591071
0021,,,2X,F,CHINESE,2X,-13.6734,-12.080453
0022,,,5X,M,CHINESE,5X,0.1062148,3.806138
0028,,,4X,M,CHINESE,4X,2.4560242,0.058915436
0048,,,1X,M,CHINESE,1X,-13.253982,2.8077476
0055,,,5X,F,CHINESE,5X,6.5264697,-22.232187
0065,,,2X,F,CHINESE,2X,14.214648,-1.1583552
0069,,,4X,F,INDIAN,4X,4.7389183,-14.77454
0072,,,5X,F,CHINESE,5X,1.9021677,-25.9567
0086,,,3X,F,CHINESE,3X,-25.660168,-8.686865
0089,,,3X,F,MALAY,3X,-14.525682,-15.519714
0098,,,3X,M,CHINESE,3X,-2.4246836,-2.0559375
0102,,,5X,F,CHINESE,5X,-27.875708,-11.089292
0113,,,2X,F,CHINESE,2X,-19.444477,15.903065
0122,,,4X,F,CHINESE,4X,-21.490252,28.439737
0123,,,2X,F,CHINESE,2X,-19.12719,17.79995
0128,,,3X,M,CHINESE,3X,-22.584223,25.607561
0130,,,2X,F,CHINESE,2X,-23.32275,15.930754
0134,,,3X,F,CHINESE,3X,-17.387794,17.637571
0138,,,2X,F,CHINESE,2X,-20.390854,19.657534
0140,,,2X,M,CHINESE,2X,-21.844358,27.087557
0141,,,2X,M,CHINESE,2X,-11.696507,-4.792145
0145,,,2X,M,CHINESE,2X,-20.010546,24.116611
0146,,,3X,M,CHINESE,3X,-6.1926236,35.711086
0154,,,3X,F,MALAY,3X,-16.595272,-15.823292
0162,,,1X,F,CHINESE,1X,-2.8817687,-22.807388
0163,,,3X,M,INDIAN,3X,-1.7854054,34.28626
0166,,,2X,F,CHINESE,2X,5.037935,13.74124
0169,,,3X,M,MALAY,3X,4.0709224,11.22295
0181,,,1X,M,CHINESE,1X,-11.902148,-5.2658215
0187,,,6X,F,CHINESE,6X,-17.75251,-13.402246
0192,,,2X,M,MALAY,2X,-19.494268,25.080666
0198,,,6X,M,CHINESE,6X,-15.990148,27.677423
0211,,,4X,M,CHINESE,4X,-21.61537,23.686598
0215,,,4X,F,INDIAN,4X,-14.525443,17.465202
0226,,,2X,M,INDIAN,2X,-10.468452,5.894551
0232,,,4X,M,CHINESE,4X,-6.6631136,34.70749
0233,,,2X,F,CHINESE,2X,-5.4177046,33.85869
0243,,,1X,M,MALAY,1X,-4.019087,35.22611
0254,,,2X,F,CHINESE,2X,29.63142,-7.9983087
0269,,,2X,F,CHINESE,2X,22.26934,2.369433
