speaker_id,speaker_key,part,age,gender,ethnicity,age_group,tsne_1,tsne_2
3148,,,3X,F,INDIAN,3X,-9.74285,-15.625367
3150,,,6X,F,INDIAN,6X,-10.418479,-13.979495
3151,,,6X,F,INDIAN,6X,-10.723966,-14.114164
3152,,,4X,M,CHINESE,4X,17.260904,3.8446984
3153,,,3X,M,CHINESE,3X,15.636513,5.7152586
3154,,,2X,M,INDIAN,2X,14.524021,3.0206923
3155,,,3X,F,INDIAN,3X,14.858837,-0.21260536
3156,,,3X,M,INDIAN,3X,13.101929,4.7500143
3157,,,4X,M,CHINESE,4X,13.43233,6.72902
3158,,,5X,M,CHINESE,5X,14.137468,5.495638
3163,,,3X,F,INDIAN,3X,-8.757129,-12.723124
3191,,,3X,F,INDIAN,3X,-9.253892,-7.3167024
